"wl","sturt_leaf","sturt_nectar","sturt_dryefn","aus_leaf","aus_nectar1","aus_dryefn1","aus_leaf2","aus_dryefn2","aus_nectar2"
565,30.5145984573415,25.1811905396966,25.1995148790484,19.4644372695711,12.4960175146774,8.84708998779341,22.3383841239952,8.58177997481475,10.3184603082885
566,30.3110561508396,24.965576605178,25.0946417159618,19.2459473352076,12.2213199267788,8.78319765262101,22.148420132817,8.59002860920592,10.2509455642092
567,30.1041409789564,24.7515941808276,24.9859995010241,19.0265317013602,11.9484481670205,8.7257229437153,21.9582650878971,8.60911187449951,10.2002560967743
568,29.9115168080132,24.5721979880059,24.8906422924336,18.8269915206074,11.711297880412,8.69929127099743,21.7838613383176,8.65833463783624,10.210381849779
569,29.7508475043316,24.4603427480733,24.8256241483884,18.6681279455276,11.5437647119627,8.72852804438857,21.6411512331608,8.75700176635687,10.3253127670185
570,29.6213960923947,24.4172601566715,24.7902394997288,18.5469102278416,11.4364785060247,8.8143179915848,21.529140326011,8.91260357902491,10.545027033928
571,29.5054510273527,24.4111380838557,24.7671734275903,18.4412619835756,11.3520184382122,8.93258068496714,21.4312043106036,9.10927538613214,10.8274971895105
572,29.3952143215267,24.4253655126067,24.7485659656151,18.3434159117655,11.2822041504282,9.07049380148406,21.339840746247,9.33128954181167,11.1537047079131
573,29.282887987238,24.4433314259056,24.726557147445,18.2456047114475,11.2188552845757,9.21523501808406,21.2475471922499,9.56291840019662,11.5046310632828
574,29.1606740368078,24.4484248067331,24.6932870067223,18.1400610816576,11.1537914825578,9.35398201171565,21.1468212079206,9.78843431542009,11.8612577297666
575,29.0207744825575,24.4240346380703,24.6408955770887,18.019017721432,11.0788323862773,9.4739124593273,21.0301603525678,9.99210964161519,12.2045661815115
576,28.8721236946813,24.4009477400186,24.5777225456924,17.8988405457505,11.0223333962868,9.59218863031942,20.9103937790387,10.1857585862622,12.5558024334301
577,28.7272120947217,24.4106760871532,24.5162149464921,17.7958207130933,11.0071966375499,9.73008969752121,20.8019582630492,10.3907435310838,12.9436087483589
578,28.5835757720224,24.4376963941656,24.4546738333459,17.7020787877474,11.0170618385859,9.88096869302441,20.6997627982106,10.6056590915768,13.3600609723314
579,28.4387508159272,24.466485375747,24.3914002601119,17.6097353339999,11.0355687279144,10.0381786489207,20.5987163781344,10.829099883238,13.797234951381
580,28.2902733157796,24.4815197465888,24.3246952806483,17.5109109161377,11.0463570340549,10.1950725973019,20.4937279964319,11.0596605215641,14.2472065315412
581,28.1356793609235,24.4672762213824,24.2528599488132,17.397726098448,11.0330664855267,10.3450035702596,20.3797066467147,11.295935622052,14.7020515588454
582,27.9725050407025,24.4082315148192,24.1741953184647,17.2623014452175,10.9793368108493,10.4813245998856,20.251561322594,11.5365198001985,15.1538458793269
583,27.7925630745624,24.2959505383238,24.0802452463086,17.0840525460855,10.8835917964701,10.6103694651836,20.1031630814668,11.7718267131576,15.5884851713044
584,27.5942890872281,24.1425233572782,23.9685260469954,16.862211237877,10.7612616088735,10.7409886335881,19.9365204921015,11.9981862405541,16.0081891048938
585,27.3851535259619,23.9632144173099,23.8462974613001,16.6186224556588,10.6214955466345,10.870310169837,19.7587488151668,12.2230673315911,16.4295195138244
586,27.1726268380263,23.7732881640464,23.7208192299979,16.3751311344973,10.4734429083281,10.9954621386679,19.5769633113313,12.4539389354714,16.8690382318255
587,26.9641794706836,23.5880090431152,23.599351093864,16.1535822094591,10.3262529925293,11.1135726048187,19.3982792412637,12.698270001398,17.3433070926265
588,26.767281871196,23.4226415001436,23.4891527936735,15.9758206156107,10.189075097813,11.2217696330272,19.2298118656329,12.9635294785738,17.8688879299565
589,26.5723516748274,23.2352302510021,23.3784653783208,15.818340055638,10.0296012033441,11.3022347628006,19.0487781909713,13.2402409849232,18.4228570432152
590,26.368106971409,22.9931057673643,23.2551981908599,15.6498107841353,9.82511691143777,11.3498966322661,18.8385826331447,13.5174765478037,18.978700589208
591,26.1594688900545,22.7254611285628,23.1261134133054,15.4803425640317,9.59916195539503,11.3810039540907,18.6156215668213,13.8005277305686,19.5475951877726
592,25.9513585598777,22.4614894139301,22.997973227672,15.320045158256,9.37527606851675,11.4118054409416,18.3962913666693,14.0946860965712,20.1407174587471
593,25.7486971099922,22.2303837027987,22.8775398159742,15.1790283297375,9.17699898410383,11.4585498054861,18.1969884073568,14.4052432091645,20.7692440219692
594,25.5564056695118,22.0613370745012,22.7715753602267,15.0674018414051,9.02787043545717,11.5374857603914,18.0341090635521,14.7374906317019,21.4443514972769
595,25.3746958675609,21.9591359552982,22.688497325198,15.0000432114125,8.93298299046339,11.6499156454637,17.9150664115275,15.1037402102521,22.2105218202069
596,25.1997260687554,21.8990291569676,22.6264391613429,14.974558124112,8.87305187450882,11.7817886605093,17.8281452375929,15.5048749526593,23.0769200597532
597,25.0303375054465,21.8659033371181,22.5767370292054,14.9751485917303,8.83505080714395,11.9263238081954,17.7610494814729,15.9290431649395,24.0017475359389
598,24.8653714099852,21.8446451533584,22.5307270893295,14.9860166264945,8.80595350791929,12.0767400911889,17.7014830828922,16.3643931531086,24.9432055687876
599,24.7036690147228,21.8201412632971,22.4797455022591,14.9913642406314,8.77273369638531,12.226256512157,17.6371499815755,16.7990732231826,25.8594954783225
600,24.5440715520103,21.7772783245428,22.4151284285384,14.9753934463678,8.7223650920925,12.3680920737668,17.5557541172473,17.2212316811775,26.7088185845669
601,24.3885261025925,21.7365174028638,22.3369323804697,14.9607324535853,8.66858661693585,12.5084360797501,17.4683490708064,17.6429871732136,27.5277604536828
602,24.2386658285036,21.721236050571,22.252395333859,14.9725522108199,8.62941612808396,12.6560155929102,17.3911071982594,18.0802618960705,28.3723419933398
603,24.0928610840292,21.7206956550868,22.1636256445056,14.9988688382808,8.59824574799782,12.8078562545211,17.3194106019933,18.5269094817529,29.2299175358235
604,23.9494822234548,21.7241576038339,22.0727316682088,15.0276984561771,8.56846759913841,12.9609837058573,17.2486413843949,18.9767835622656,30.0878414134191
605,23.8068996010661,21.7208832842347,21.9818217607678,15.0470571847177,8.53347380396669,13.1124235881928,17.1741816478511,19.4237377696133,30.933467958412
606,23.6634835711486,21.7001340837118,21.893004277982,15.0449611441119,8.48665648494365,13.2592015428019,17.0914134947488,19.8616257358009,31.7541515030878
607,23.5176044879877,21.6511713896877,21.8083875756507,15.0094264545685,8.42140776453026,13.3983432109589,16.9957190274748,20.284301092833,32.5372463797317
608,23.3809751122821,21.5845079563185,21.7351069417615,14.940780784994,8.34199714101178,13.5502085549392,16.8965311283996,20.7138962419723,33.3124307920702
609,23.2600279296306,21.5156078941,21.6740154672631,14.8513766947272,8.25739877065162,13.7263943304915,16.802635596264,21.166446281856,34.1040390846297
610,23.1452128816691,21.4411596249639,21.6177982123957,14.7472676396258,8.16806176287802,13.9107813690995,16.7084439080104,21.6266588905507,34.8914098008953
611,23.0269799100338,21.3578515708423,21.5591402373997,14.6345070755476,8.07443522711921,14.087250502247,16.6083675405812,22.0792417461233,35.6538814843523
612,22.8957789563605,21.262372153667,21.4907266025155,14.5191484583504,7.97696827280342,14.2396825614179,16.4968179709189,22.5089025266404,36.3707926784856
613,22.7420599622853,21.1514097953698,21.4052423679834,14.4072452438918,7.87611000935887,14.3519583780958,16.3682066759659,22.9003489101688,37.0214819267806
614,22.5620636641959,21.0032070793633,21.2943609408512,14.2873323934498,7.75552885825826,14.4197800223099,16.2077563815085,23.2556349514129,37.6094564000036
615,22.3640430848815,20.8124012361632,21.1623031518251,14.1495615920238,7.60801090018502,14.4570776407677,16.0150252577386,23.5904411737369,38.1578255961611
616,22.1564665955805,20.6002726583563,21.0205751966328,14.0024113810542,7.44768173338344,14.475074179971,15.8059279482068,23.909914958197,38.6753315495985
617,21.9478025675313,20.3881017385292,20.8806832710019,13.8543603019814,7.28866695609784,14.4849925864215,15.5963790964635,24.2192036858496,39.1707162946611
618,21.7465193719724,20.1971688692687,20.7541335706602,13.7138868962459,7.14509216657254,14.498055806621,15.4022933460593,24.523454737751,39.652721865694
619,21.5610853801422,20.0487544431615,20.6524322913353,13.5894697052879,7.03108296305183,14.5254867870711,15.2395853405447,24.8278154949574,40.1300902970427
620,21.3766930473849,19.9373278341548,20.5727262899049,13.4713569305086,6.9413791285766,14.5523516377005,15.096726304892,25.1200003584938,40.5801023968952
621,21.1779731066803,19.8394753154311,20.5019350834314,13.346445003406,6.86023330045764,14.5611919127845,14.9530861445864,25.3891989569268,40.9837570204286
622,20.9725513457199,19.7496526284301,20.43622385792,13.2181848105652,6.78604035834415,14.5594437253451,14.810927523948,25.6427715126248,41.3553732724717
623,20.7680535521955,19.6623155145913,20.3717577993762,13.0900272385719,6.71719518188536,14.5545431884044,14.672513107297,25.8880782479564,41.7092702578532
624,20.5721055137987,19.5719197153544,20.304702093805,12.9654231740113,6.65209265073047,14.5539264149845,14.5401055589537,26.13247938529,42.0597670814022
625,20.3923330182213,19.472920972159,20.2312219272119,12.8478235034689,6.5891276445287,14.5650295181073,14.4159675432382,26.3833351469942,42.4211828479475
626,20.2328907120999,19.3758189420991,20.1650662929094,12.7431700425806,6.53916696553158,14.5814978014381,14.3016356846132,26.641827482455,42.7804416182138
627,20.0895232309004,19.2915044262727,20.1169931470777,12.6519869051826,6.5090197494897,14.5939101914644,14.1964173838325,26.9024862296125,43.1182449041394
628,19.9572413455582,19.2150198821256,20.0786811200233,12.5695984251608,6.49099437630088,14.6051032354421,14.0992314696531,27.1626934436669,43.4395779873733
629,19.8310558270083,19.1414077671034,20.0418088420529,12.4913289364008,6.47739922586292,14.6179134806269,14.0089967708318,27.4198311798182,43.7494261495647
630,19.7059774461861,19.0657105386516,19.9980549434731,12.4125027727885,6.46054267807362,14.6351774742746,13.9246321161257,27.6712814932665,44.0527746723623
631,19.5770169740267,18.9829706542159,19.9390980545904,12.3284442682097,6.43273311283079,14.6597317636409,13.8450563342916,27.9144264392118,44.3546088374153
632,19.4391851814654,18.888230571242,19.8566168057114,12.2344777565501,6.38627891003223,14.6944128959816,13.7691882540866,28.1466480728543,44.6599139263726
633,19.3108694593475,18.7937227266255,19.7640162091329,12.1307828387674,6.33131679581049,14.762527749747,13.7076500218149,28.3799810906973,44.9937856534386
634,19.2046550669257,18.7092444266836,19.6755378476233,12.0219025470367,6.2803486271857,14.8705521334988,13.6655983153596,28.6219705943974,45.3619290727206
635,19.1068495777465,18.6261854329938,19.5841152071971,11.9097063620699,6.22923048038701,14.9960759896597,13.6337537608457,28.863264246885,45.7402434757225
636,19.0037605653564,18.5359355071335,19.4826817738685,11.7960637645791,6.17381843164359,15.1166892606525,13.6028369843982,29.0945097110903,46.104628153948
637,18.8816956033019,18.4298844106804,19.364171033652,11.6828442352762,6.10996855718458,15.2099818888999,13.5635686121422,29.3063546499437,46.4309823989011
638,18.7269622651294,18.299421905212,19.2215164725619,11.5719172548733,6.03353693323914,15.2535438168249,13.5066692702026,29.4894467263753,46.6952055020855
639,18.5432290630095,18.1353642265313,19.0381339584562,11.4601534895293,5.93424891189318,15.2605133052311,13.4465404993407,29.6535398813354,46.8995795257449
640,18.3447035772941,17.9417897059681,18.8129252737659,11.3443822341766,5.81126054220875,15.2573923284764,13.3976255385615,29.8109057908448,47.0670357059993
641,18.1335019838019,17.7299812483898,18.5620527763648,11.2264109126872,5.67457394587926,15.241816399315,13.3507075613554,29.9559687204406,47.2044470951675
642,17.9117404583516,17.5112217586638,18.301678824127,11.108046948933,5.53419124459814,15.2114210305011,13.2965697412128,30.0831529356593,47.3186867455683
643,17.6815351767618,17.2967941416574,18.0479657749262,10.9910977667861,5.4001145600588,15.1638417347889,13.2259952516244,30.1868827020379,47.4166277095202
644,17.4450023148514,17.0979813022381,17.8170759866364,10.8773707901184,5.28234601395463,15.0967140249325,13.1297672660805,30.2615822851131,47.5051430393421
645,17.1944908271723,16.9100022222481,17.5995942743271,10.7728002940584,5.17163275610655,14.9995951614,13.0181134477822,30.3145457917798,47.5768193012414
646,16.9254468564683,16.7209676173195,17.3773471037577,10.6783891089033,5.05494048423557,14.8714363747802,12.9050358444657,30.3551613582596,47.6230937743532
647,16.6446323608451,16.5314979930042,17.1533593088369,10.5885474912784,4.93659914188534,14.7239641330086,12.7869792064237,30.3809942940793,47.6491155803873
648,16.3588092984089,16.342213854854,16.9306557234732,10.497685697809,4.82093867259947,14.5689049040207,12.6603882839489,30.3896099087656,47.6600338410536
649,16.0747396272654,16.1537357084209,16.7122611815753,10.4002139851204,4.7122890199216,14.417985155752,12.521707827334,30.3785735118452,47.6609976780617
650,15.7991853055207,15.9666840592568,16.5012005170519,10.2905426098379,4.61498012739536,14.2829313561379,12.3673825868719,30.345450412845,47.6571562131217
651,15.5143087462361,15.7740642823541,16.29715278622,10.1633932510321,4.53186657673331,14.1432873310796,12.1870578491323,30.2885948664231,47.6396525071362
652,15.2047360585468,15.5713004307889,16.0965512947047,10.0211604774862,4.46030220750954,13.9769440997403,11.978011634034,30.2082977365521,47.5977728940518
653,14.8809247446689,15.3626410272386,15.8975522503769,9.86976388039474,4.39636585005997,13.7931489199487,11.7481377918932,30.1050292467307,47.5338814051439
654,14.5533323068189,15.1523345943806,15.6983118611076,9.71512305095216,4.33613633472052,13.6011490495333,11.5053301730261,29.9792596204572,47.4503420716878
655,14.232416247213,14.9446296548926,15.4969863347678,9.56315758035289,4.27569249182711,13.4101917463227,11.257482627749,29.8314590812302,47.3495189249587
656,13.9286340680675,14.7437747314519,15.2917318792284,9.41978705979136,4.21111315171566,13.2295242681455,11.0124890063781,29.6620978525483,47.2337759962321
657,13.6524432715986,14.554018346736,15.0807047023602,9.29093108046202,4.13847714472207,13.0683938728302,10.7782431592296,29.4716461579099,47.1054773167831
658,13.3961423325139,14.3854780999443,14.8744470675476,9.16850938057626,4.06252521335833,12.9333951203981,10.5299374035003,29.24866783191,46.9472936301608
659,13.1461244021253,14.2382156963265,14.6797474121048,9.04298227761678,3.98937955709058,12.8192720297082,10.2497698114591,28.9889435292511,46.7519763416229
660,12.903988997556,14.1013958176358,14.4891312047972,8.91808023168494,3.91719119168598,12.717496046846,9.95614286603094,28.7037687035924,46.5370104750081
661,12.6713356359289,13.9641831456253,14.2951239143907,8.79753370288208,3.84411113291171,12.6195386178972,9.66745905014052,28.4044388085935,46.3198810541552
662,12.4497638343673,13.8157423620481,14.090251009651,8.68507315130958,3.76829039653491,12.5168711889472,9.40212084671268,28.1022492979137,46.1180731029029
663,12.2408731099941,13.6452381486573,13.8670379593436,8.58442903706877,3.68787999832277,12.4009652060817,9.17853073867222,27.8084956252124,45.9490716450898
664,12.0308353931759,13.4332262867191,13.5984820268288,8.49059225659115,3.58343578606581,12.2579236485567,8.97256984761947,27.4745666281529,45.8037589010765
665,11.812152205774,13.1821843564936,13.2804216923768,8.39791897744686,3.4487083991029,12.0889928015717,8.75654654510964,27.0689195083202,45.6585525199165
666,11.5959174521543,12.9141597382242,12.9396442501186,8.30918756644528,3.30164104052369,11.9083590701264,8.54350418899988,26.6284522652567,45.5092406684881
667,11.3932250366823,12.6511998121546,12.6029369941852,8.22717639039581,3.16017691341787,11.730208859221,8.34648613714731,26.1900628985046,45.3516115136696
668,11.2151688637238,12.4153519585284,12.2970872187076,8.15466381610781,3.0422592208751,11.5687285738554,8.17853574740906,25.7906494076062,45.1814532223396
669,11.0728428376443,12.2286635575893,12.0488822178168,8.09442821039068,2.96583116598506,11.4381046190296,8.05269637764225,25.4671097921038,44.9945539613761
670,10.9408603445253,12.0363007111095,11.8003877617896,8.04230026839148,2.92038502129651,11.2960177045229,7.96662166102355,25.1369557740014,44.7510109397339
671,10.7980492818544,11.7939986309983,11.5016538941097,7.9942460675124,2.88402753040604,11.1119438020935,7.90637689691176,24.7311734791245,44.441719893089
672,10.6618253211065,11.5396583627043,11.1914443187186,7.9532470479455,2.85762360297504,10.9177622097099,7.86762294243724,24.3068725127475,44.1086667784016
673,10.5496041337566,11.3111809516763,10.9085227395577,7.92228464988283,2.84203814866491,10.7453522253404,7.84602065473036,23.9211624801447,43.7938375526321
674,10.4788013912798,11.1464674433629,10.6916528605685,7.90434031351644,2.83813607713705,10.6265931469536,7.83723089092148,23.6311529865904,43.5392181727408
675,10.4668327651509,11.0834188832129,10.5795983856923,7.90239547903839,2.84678229805285,10.5933642725179,7.83691450814097,23.4939536373589,43.386794595688
676,10.4600082989335,11.0634079118543,10.5071571551416,7.88262383253698,2.84424603562027,10.6109239733611,7.82208495955277,23.4656972568721,43.2733294564632
677,10.4167649375143,11.0239676354219,10.4078735808821,7.82583911827866,2.81813186041598,10.6331223532729,7.78632855480776,23.4731154442281,43.1281856552863
678,10.3727087043533,10.9972397976245,10.3186312244858,7.7569828637227,2.78630770165449,10.6747263089149,7.75016543576671,23.5292159667162,42.9822495469634
679,10.3634456229106,11.015366142171,10.2763136475243,7.70099659632839,2.7666414885503,10.7505027369487,7.73411574429038,23.6470065916251,42.8664074863008
680,10.424581716646,11.1104884127705,10.3178044115696,7.682821843555,2.77700115031789,10.8752185340357,7.75869962223955,23.8394950862441,42.8115458281045
681,10.5917230090198,11.3147483531317,10.4799870781933,7.7274001328618,2.83525461617178,11.0636405968376,7.84443721147498,24.1196892178622,42.8485509271807
682,10.9004755234918,11.6602877069636,10.7997452089673,7.85967299170808,2.95926981532645,11.3305358220158,8.01184865385745,24.5005967537683,43.0083091383356
683,11.3179230536872,12.1256892097008,11.2519286271708,8.0512666205428,3.1179418902384,11.6691980339933,8.22979428109341,24.9936771682385,43.2652327941872
684,11.7938636430686,12.6679786903562,11.7872708665762,8.26538999441914,3.28212386144316,12.061087133012,8.46546593477445,25.5876587542165,43.5770371855185
685,12.3379746898524,13.2869625330063,12.4064810544961,8.51435880270264,3.47262047527385,12.5032191294624,8.73688102158897,26.2614525069929,43.9495631043832
686,12.959933592255,13.9824471217275,13.1102683182425,8.81048873475887,3.71023647806358,12.9926100337349,9.06205694822538,26.9939694218583,44.388651342835
687,13.6694177484927,14.7542388405962,13.8993417851279,9.1660954799534,4.01577661614546,13.5262758562198,9.4590111213721,27.7641204941031,44.9001426929275
688,14.476104556782,15.6021440736888,14.7744105824644,9.59349472765179,4.4100456358526,14.1012326073075,9.94576094771753,28.5508167190179,45.4898779467143
689,15.3696970664664,16.5246994124183,15.7324555615783,10.0814465868075,4.8746758662746,14.7192980521263,10.5052792207239,29.3703632310523,46.1520125308342
690,16.3359500644116,17.5214348329169,16.77135735099,10.6128035614212,5.38061367235186,15.3842177573727,11.1120573162169,30.2508844596539,46.8781745381761
691,17.3786185551173,18.5936467963397,17.8931747438027,11.1910199334288,5.93263485419369,16.0958994357893,11.7713905144301,31.1890203426104,47.6704137601687
692,18.5014575430832,19.7426317638419,19.09996653312,11.8195499847665,6.5355152119094,16.8542508001185,12.488574095597,32.1814108177093,48.5307799882409
693,19.7082220328089,20.9696861965789,20.3937915120452,12.5018479973704,7.19403054560828,17.6591795631029,13.2689033399511,33.2246958227385,49.4613230138215
694,21.0026670287942,22.2761065557056,21.7767084736819,13.2413682531767,7.91295665539965,18.5105934374852,14.1176735277261,34.3155152954854,50.4640926283394
695,22.38644550196,23.6620942392948,23.249267563474,14.0398019542496,8.69589207908656,19.4080604270161,15.0377611187732,35.451002765074,51.5385322511538
696,23.8578595766851,25.126768498634,24.8102629371144,14.8957008216952,9.54191134466453,20.351305472884,16.0272105758528,36.6315796521675,52.6824934278148
697,25.4156379876558,26.6698025747012,26.4591194030798,15.8078099160123,10.4490042375316,21.340471693988,17.0840691835625,37.8588177318626,53.8956381390372
698,27.0585094695586,28.2908697084741,28.1952617698466,16.7748742976995,11.4151605430859,22.3757022092272,18.2063842264995,39.134288779256,55.1776283655357
699,28.7852027570796,29.9896431409307,30.0181148458914,17.7956390272556,12.4383700467255,23.4571401375006,19.3922029892613,40.4595645694445,56.5281260880251
700,30.5944465849054,31.7657961130488,31.9271034396909,18.8688491651792,13.5166225338484,24.5849285977072,20.6395727564452,41.8362168775247,57.9467932872203
